191,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(465, 246), (600, 246), (600, 405), (465, 405), (465, 246)]",Airplane
192,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(351, 685), (480, 685), (480, 852), (351, 852), (351, 685)]",Airplane
193,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(517, 762), (642, 762), (642, 910), (517, 910), (517, 762)]",Airplane
194,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(885, 468), (995, 468), (995, 606), (885, 606), (885, 468)]",Airplane
195,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(804, 1025), (948, 1025), (948, 1160), (804, 1160), (804, 1025)]",Airplane
196,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(574, 1997), (729, 1997), (729, 2124), (574, 2124), (574, 1997)]",Airplane
197,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(940, 1749), (1119, 1749), (1119, 1884), (940, 1884), (940, 1749)]",Airplane
198,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1031, 2058), (1144, 2058), (1144, 2146), (1031, 2146), (1031, 2058)]",Airplane
199,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1009, 2216), (1167, 2216), (1167, 2356), (1009, 2356), (1009, 2216)]",Airplane
200,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1037, 2398), (1203, 2398), (1203, 2518), (1037, 2518), (1037, 2398)]",Airplane
201,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1707, 2407), (1806, 2407), (1806, 2471), (1707, 2471), (1707, 2407)]",Airplane
202,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1649, 1955), (1750, 1955), (1750, 2034), (1649, 2034), (1649, 1955)]",Airplane
203,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1561, 1683), (1729, 1683), (1729, 1830), (1561, 1830), (1561, 1683)]",Airplane
204,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1536, 1479), (1705, 1479), (1705, 1639), (1536, 1639), (1536, 1479)]",Airplane
205,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1528, 1283), (1666, 1283), (1666, 1426), (1528, 1426), (1528, 1283)]",Airplane
206,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1556, 934), (1704, 934), (1704, 1076), (1556, 1076), (1556, 934)]",Airplane
207,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1630, 785), (1773, 785), (1773, 913), (1630, 913), (1630, 785)]",Airplane
208,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1785, 615), (1922, 615), (1922, 775), (1785, 775), (1785, 615)]",Airplane
209,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(2213, 1225), (2377, 1225), (2377, 1417), (2213, 1417), (2213, 1225)]",Airplane
210,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1962, 1532), (2113, 1532), (2113, 1677), (1962, 1677), (1962, 1532)]",Airplane
211,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1997, 1849), (2143, 1849), (2143, 1984), (1997, 1984), (1997, 1849)]",Airplane
212,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(2047, 2157), (2189, 2157), (2189, 2305), (2047, 2305), (2047, 2157)]",Airplane
213,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1366, 415), (1475, 415), (1475, 522), (1366, 522), (1366, 415)]",Airplane
214,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1617, 234), (1729, 234), (1729, 342), (1617, 342), (1617, 234)]",Airplane
215,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1735, 130), (1844, 130), (1844, 264), (1735, 264), (1735, 130)]",Airplane
216,12210ad7-83f8-4b54-bb4b-e93f8ff6ac1f.jpg,"[(1857, 66), (1956, 66), (1956, 151), (1857, 151), (1857, 66)]",Airplane
275,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(41, 1564), (112, 1564), (112, 1628), (41, 1628), (41, 1564)]",Airplane
276,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(63, 1638), (136, 1638), (136, 1701), (63, 1701), (63, 1638)]",Airplane
277,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(89, 1710), (157, 1710), (157, 1776), (89, 1776), (89, 1710)]",Airplane
278,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(132, 1858), (201, 1858), (201, 1930), (132, 1930), (132, 1858)]",Airplane
279,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(177, 1446), (299, 1446), (299, 1579), (177, 1579), (177, 1446)]",Airplane
280,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(415, 1562), (475, 1562), (475, 1647), (415, 1647), (415, 1562)]",Airplane
281,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(487, 1592), (608, 1592), (608, 1735), (487, 1735), (487, 1592)]",Airplane
282,a32efaae-a263-4570-903f-76cf9942742f.jpg,"[(732, 1827), (816, 1827), (816, 1901), (732, 1901), (732, 1827)]",Airplane
